date,ES_FRONT_CALENDAR_2D,NQ_FRONT_CALENDAR_2D,RTY_FRONT_CALENDAR_2D,ZT_FRONT_VOLUME,ZF_FRONT_VOLUME,ZN_FRONT_VOLUME,UB_FRONT_VOLUME,SR3_FRONT_CALENDAR,CL_FRONT_VOLUME,GC_FRONT_VOLUME,6E_FRONT_CALENDAR,6B_FRONT_CALENDAR,6J_FRONT_CALENDAR
2024-01-01,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,-0.0,-0.0,-0.0
2024-01-02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
2024-01-03,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,-0.0,0.0,-0.0
2024-01-04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,-0.0,0.0,0.0,0.0,-0.0
2024-01-05,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,-0.0,0.0,-0.0
2024-01-07,0.0003639579417963862,-5.659463632841404e-05,,-0.0034243969256499973,-0.0042480449466180984,-0.002498649701227955,-0.001221091808944429,,0.002280434039059421,0.0006324882123929711,0.0008058567641389166,0.0006337624091617745,0.001770618670513266
2024-01-08,0.006052826397635753,-0.0009634614860470021,,0.005025316937599111,0.009812411512942827,0.006878986677454494,0.0033200028737370396,,0.040873488387806946,0.006076327300309758,-0.003224310954109118,-0.003275984389658347,-0.005214104729998804
2024-01-09,-0.0005389096357436922,-0.00016419886113213866,0.002777132097204493,0.0013693940431349638,0.003263711895242767,0.0024937647555739904,0.0010436265780274473,,-0.020052926123791455,-0.0,0.004965366498352026,0.004005955251634584,0.0018703144337107905
2024-01-10,0.003005786005030121,-0.0003834949996678788,-0.001742007869860124,-0.00022818026240623013,-0.0016306773718970599,-0.0021796091836844547,-0.0036474247158524258,,0.012645554973418896,0.0025072084902262467,-0.008603273945107398,-0.002749113401511538,0.013525370363257882
2024-01-11,-0.0010469193106201651,2.7857113129492852e-05,0.0003284169934389507,0.012322202783906722,0.017291424336939223,0.01028534331688257,0.004189634989250984,,-0.029933697333761455,-0.003707811092963188,-0.002010508275204087,-0.003482134465166321,-0.006826721096379758
2024-01-12,2.558901970796456e-05,-1.0839073385051632e-05,-0.0019189150563975867,0.010702899650824271,0.009425254179460328,0.004033218248624657,-0.00104137035914683,-0.0,0.008649493684934412,-0.005983577281056753,-0.003482499217162918,-0.0016839433588257925,-0.006271894397711125
2024-01-14,-0.00010235076024941096,3.096238834661078e-05,,-0.004091684031066745,-0.006162304373113744,-0.0040259441313615345,-0.00208574683912778,,0.0025904050759796536,0.0009693430077070735,0.006956756958001544,,0.0002081577193648215
2024-01-15,-0.00017915106630460065,3.098066036277542e-05,,-0.0009098836107204189,-0.0019486500769228174,-0.0015512377879309401,-0.0026147314868076557,,-0.0016403287424405458,-0.002742519209255871,-0.0016092137217014698,,0.006349727103959918
2024-01-16,-0.0008448766841682665,-0.00013717037126297917,-0.0001561556972745519,-0.004550108065068059,-0.010722202380376715,-0.009003435900999007,-0.010147015282381027,,0.01050806687829137,0.011145722155071428,0.020506249414861767,0.010237777047922085,0.014742158045591681
2024-01-17,-0.0031288517067175376,0.0003887959636789277,7.814155640297207e-05,-0.014799074109205668,-0.01726149327425595,-0.009351617833405686,-0.0017744043897866255,,-0.01351708886055435,0.008521605571190555,-0.0018895700792310103,-0.005105015653947144,0.009190186184389984
2024-01-18,0.004645857599730155,-0.000920448700415689,-0.0019527422382454968,-0.0009129640900813474,-0.005884889372185556,-0.0056345759617177525,-0.007470845306718968,,-0.015240431602604212,-0.006196566860074189,0.002293004029733416,-0.0029666537818664384,-0.00021262383278499182
2024-01-19,0.005625199696521765,-0.0009596902108054564,-0.0016769275796731163,-0.003424136356719565,-0.0006547298504048111,0.002196769047916408,0.0050325992762675084,,0.0079069629306225,-0.002606274821548495,-0.006209442698326433,0.0003171554742519878,0.00031888872584616185
2024-01-21,0.00048032582831687037,-6.388294795500914e-05,,-0.0022840610605654454,-0.0022918867784106002,-0.0012540624588941562,-0.0010709547443497737,,0.003377328091347885,0.001064938564127868,0.0017511435256173998,,0.00031895926604484024
2024-01-22,0.0006819031475934003,5.855075030165892e-05,,0.0013709585285055503,0.006551573127686357,0.005019069537569177,0.0023238463824286036,,-0.019790976471805288,0.0031134515102822623,0.004313076447308756,,-0.0003190298374584587
2024-01-23,0.0023455295189955816,-0.0003359154866310748,0.001530618786241514,0.0027412906910360135,-0.0016355203832868254,-0.0031298810667896443,-0.005167345637019732,,0.0025251590746017513,-0.0036383399572805703,0.005399267455448177,0.001480291831582872,0.001913755596269682
2024-01-24,-0.0005020237488548539,-0.00012096715122977513,0.0005388169267098517,-0.005936750770640042,-0.010471122964074922,-0.006895406611955502,-0.005563502606348737,,-0.012924501582017371,0.00605272373883222,-0.007437653608268261,-0.003281404359104898,-0.006068280106019036
2024-01-25,0.0014322278002513319,0.00022126326564042513,0.003858829713512974,0.011199573349587766,0.017383106060982405,0.010689557748218016,0.006149255042734101,,-0.022228335770546732,-0.0017599251928464544,0.01133065745670512,0.001267126350917698,-0.00031804467069395054
2024-01-26,-0.00010021574057490374,0.00011297025835390978,-0.0007661005847240405,-0.007528517110263699,-0.009475036652153193,-0.005319306140478444,-0.00035866838794813746,,-0.014408344752040433,0.0009424337327476304,-0.002031160693342708,0.0008455483369562497,0.0061475076652426335
2024-01-28,-0.0008520071873465955,7.497608292219134e-05,,0.0004568469943238007,0.00032741239691229065,-0.0003136477696822977,-0.0007176930395046132,,-0.008242269264273181,-0.0014580761854366604,0.0027063442884542378,,-0.00010644533604283691
2024-01-29,0.004869878599111668,-0.0007275573290915499,,0.0022840610605667777,0.007529939164789578,0.008155987998550161,0.007543269608723214,,0.02339121679770635,-0.003895934663398309,0.002302512431995129,,-0.005747623842165257
2024-01-30,-0.0022868118097588864,0.0008109237999931192,0.0015434605882972173,-0.001598234331593007,0.0009805309304229473,0.0028129488366698636,0.007109839778806824,,-0.010046108406296226,-0.0020031689999696115,-0.002168769246917694,0.001057018572435686,0.0006360893413871007
2024-01-31,-0.00529419545581912,0.0004979488962769197,-0.0002118533883179597,0.011190621193665873,0.020913452044896967,0.014359199291618595,0.009328741967996266,,0.024480957704660692,-0.009269839718221136,0.0077205444624598015,0.0013752060464926805,-0.004666713863147374
2024-02-01,0.007800402134243334,-0.000943923809175396,-0.0005687813883560966,0.0027354583792411624,0.008131657023437187,0.007443872202863658,0.007819669561918487,-7.339927164115287e-05,0.021178464250464827,-0.006142452994183173,-0.015889164115119585,-0.0063536080111438594,-0.005497414997122543
2024-02-02,0.001863778368179904,-0.000278996025655494,0.003877299394101897,-0.018911631792806194,-0.03214347900829365,-0.02163913341342968,-0.012721335378675397,-0.0,0.024712891097942717,0.0061409421694263765,0.023367926836306816,0.011382667179299139,0.018430647239492403
2024-02-04,0.00039610685858056994,-6.084688312187316e-05,,-0.0032000000000003137,-0.0062131771878413886,-0.004370191088753313,-0.002274881830413478,,-0.005068855939602758,0.0004207364104016919,0.00285929849414047,0.002551094254601025,0.002240313625534113
2024-02-05,-0.0018552585594942175,3.261174861010397e-05,,-0.006632108553136895,-0.014408234825470562,-0.012197984572862527,-0.010883703349444747,,0.0016355957246352462,0.006272021477839413,0.010494301997827438,0.008626322202067122,0.0016027141778812216
2024-02-06,0.001514650101368566,0.0001312697160417442,-0.004669254427600775,0.0059526080818095295,0.009855241768345882,0.006918721596272429,0.004099250555743954,-0.0,-0.010375880722724357,-0.004282538891516383,-0.004240115677911314,-0.006645530998024633,-0.008236421082833394
2024-02-07,0.0040101787277296,-0.0005665438919682427,0.0022464551841311214,-0.0029733541722254397,-0.003605719335136138,-0.002508124917790791,-0.0028355652392293706,,-0.007431133803391333,-4.2192603219052046e-05,-0.004370589477108527,-0.0029864361838413157,0.0037225638615606942
2024-02-08,0.00014732538376982981,-7.208467505184691e-05,-0.0017859840549943327,-0.0036613272311176726,-0.009185529225656797,-0.005963497238447988,-0.003202579269978627,,-0.03312440656032956,0.0009703825683078528,-0.0,0.0005321094286824556,0.01215630613162602
2024-02-09,0.002626516883101981,-0.0005024317171764309,-7.795867613869964e-05,-0.0036635628148418142,-0.004602126002444691,-0.003461799371940846,-0.0021445583997661594,,-0.0020763763620947296,0.004392741909284963,-0.003273075759074622,-0.0011711045468821924,-0.0005377045502818201
2024-02-11,4.8833309722980564e-05,1.1641373969484615e-05,,0.0009164502825727006,0.0016452932224188075,0.0012607914017701114,0.0007169808658112732,,0.0020720392835316182,-0.00038208033690788405,-0.003133208991182764,-0.0004254853320952852,-0.0010750082174265155
2024-02-12,-0.0007080127794889149,0.00027945494468158117,,-0.0013744654856395755,-0.0013157551801433781,-0.0012600796933864775,-0.001432540208220672,,-0.0070077702220710065,0.0030128592742937653,0.007076234637449532,0.0008507012631093319,0.002040993959520428
2024-02-13,-0.006136796033369537,0.0007235938701207662,0.0019929951028970013,-0.021996486672271498,-0.03553574410169653,-0.02237904738141824,-0.012021358411701648,,-0.010437918078236443,0.012136118470052212,0.01827891305150376,0.003936986091285303,0.012801187266638273
